Tweet,Compound,Date,Negative,Neutral,Positive,Source,Text,User
0,-0.3818,Mon Mar 19 19:33:04 +0000 2018,0.11,0.89,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","Follow the dramatic and deadly series of events that took place at two funerals in Belfast in March 1988. 

The Fun… https://t.co/y3MZaR8hsi",BBC
1,0.1531,Mon Mar 19 18:33:05 +0000 2018,0.116,0.709,0.175,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","Leonardo DiCaprio stars in the true story of a con man who cashed fake cheques worth millions. 

Catch Me If You Ca… https://t.co/HWShPj9ngi",BBC
2,-0.1027,Mon Mar 19 18:03:01 +0000 2018,0.08,0.92,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","?? @AlanCarr learned the hard way that you only get one shot at a school photo. #LiveAtTheApollo 

https://t.co/fv5JmcRgz4",BBC
3,0.0,Mon Mar 19 17:30:08 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>",?Pop band @FifthHarmony have announced they're taking a break to pursue solo careers ?https://t.co/tLOR7h1gZy https://t.co/5c77Cfjfp6,BBC
4,-0.7096,Mon Mar 19 17:00:05 +0000 2018,0.414,0.442,0.144,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","Murder. Innocence. Lies. 

@AgathaChristie classic, #OrdealByInnocence, comes to @BBCOne soon.
https://t.co/qfJThHowXC",BBC
5,0.0,Mon Mar 19 16:33:29 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>",Here are the latest snow scenes from around the UK. ??? https://t.co/eTBGkQ4MPU https://t.co/txRHxkOn5C,BBC
6,0.0,Mon Mar 19 15:02:02 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>",'Flabbergasted'. ?This is the incredible moment when eight London teenagers heard a live opera singer for the first… https://t.co/jNki4Z61SE,BBC
7,0.0,Mon Mar 19 14:30:08 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","Meet the dancing slum kids tipped for stardom by Rihanna ?
https://t.co/R61fzQGIzd https://t.co/wGcvBKmdaZ",BBC
8,0.6588,Mon Mar 19 13:44:55 +0000 2018,0.0,0.788,0.212,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @bbcgetinspired: The Nation's Billion Steps Challenge is here! ? 

Yesterday we did an amazing 431 million steps – can we do even better…",BBC
9,-0.3412,Mon Mar 19 13:03:04 +0000 2018,0.112,0.888,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","? ""There's always that voice in the back of your head that says you're not good enough"". 

 ? @CarrieHFletcher on b… https://t.co/0AsBxFFiQA",BBC
10,0.0,Mon Mar 19 12:55:17 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @BBCRadioScot: This must have been some buzz! ??? https://t.co/0gqtbQBN1i,BBC
11,0.0,Mon Mar 19 12:30:05 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>",Where are the UK's youngest and oldest city populations? https://t.co/eIU7UzqHBS https://t.co/vdXMTDluuX,BBC
12,-0.0516,Mon Mar 19 11:50:58 +0000 2018,0.107,0.893,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @BBCSport: This 102-shot badminton rally will leave you exhausted... https://t.co/LFC4r4iwiz,BBC
13,0.4588,Mon Mar 19 11:33:04 +0000 2018,0.0,0.857,0.143,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","Have you got a passion for plants? ?????

Test your knowledge of all things foliage in this quiz. ?… https://t.co/evogV5ljAc",BBC
14,0.0,Mon Mar 19 10:53:19 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBCSport: ? The Commonwealth Games are almost upon us! ?

Scotland's Lynsey Sharp has given us the inside track on preparing for succes…",BBC
15,0.5106,Mon Mar 19 10:33:03 +0000 2018,0.0,0.837,0.163,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>",The oldest dog that the Dogs Trust has ever looked after has been given a new home. ????https://t.co/h0WQHkfMEf https://t.co/ixb7gesOIj,BBC
16,-0.3818,Mon Mar 19 09:58:24 +0000 2018,0.191,0.809,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBCR1: Desperately searching for any signs of spring like... ?

#MondayMotivation https://t.co/9jo3h4C7bu",BBC
17,0.4199,Mon Mar 19 09:58:15 +0000 2018,0.0,0.843,0.157,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBCRadioWales: ?? Snowy Cardiff! ?? 

What’s it like for you?

#ButePark 
#Cardiff 
#MiniBeast
#Snow https://t.co/O8gY1qjHVE",BBC
18,0.0,Mon Mar 19 09:58:10 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBCNews: Stem cell transplant ""game changer"" for MS patients https://t.co/BGWtdtXUAP",BBC
19,0.128,Mon Mar 19 09:57:58 +0000 2018,0.079,0.789,0.133,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @BBCBreakfast: Anyone want to play a game of spot Tracey's feet? Our floor manager Tracey had to dive behind the sofa to avoid being on…,BBC
20,-0.3818,Mon Mar 19 19:33:04 +0000 2018,0.11,0.89,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","Follow the dramatic and deadly series of events that took place at two funerals in Belfast in March 1988. 

The Fun… https://t.co/y3MZaR8hsi",BBC
21,0.1531,Mon Mar 19 18:33:05 +0000 2018,0.116,0.709,0.175,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","Leonardo DiCaprio stars in the true story of a con man who cashed fake cheques worth millions. 

Catch Me If You Ca… https://t.co/HWShPj9ngi",BBC
22,-0.1027,Mon Mar 19 18:03:01 +0000 2018,0.08,0.92,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","?? @AlanCarr learned the hard way that you only get one shot at a school photo. #LiveAtTheApollo 

https://t.co/fv5JmcRgz4",BBC
23,0.0,Mon Mar 19 17:30:08 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>",?Pop band @FifthHarmony have announced they're taking a break to pursue solo careers ?https://t.co/tLOR7h1gZy https://t.co/5c77Cfjfp6,BBC
24,-0.7096,Mon Mar 19 17:00:05 +0000 2018,0.414,0.442,0.144,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","Murder. Innocence. Lies. 

@AgathaChristie classic, #OrdealByInnocence, comes to @BBCOne soon.
https://t.co/qfJThHowXC",BBC
25,0.0,Mon Mar 19 16:33:29 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>",Here are the latest snow scenes from around the UK. ??? https://t.co/eTBGkQ4MPU https://t.co/txRHxkOn5C,BBC
26,0.0,Mon Mar 19 15:02:02 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>",'Flabbergasted'. ?This is the incredible moment when eight London teenagers heard a live opera singer for the first… https://t.co/jNki4Z61SE,BBC
27,0.0,Mon Mar 19 14:30:08 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","Meet the dancing slum kids tipped for stardom by Rihanna ?
https://t.co/R61fzQGIzd https://t.co/wGcvBKmdaZ",BBC
28,0.6588,Mon Mar 19 13:44:55 +0000 2018,0.0,0.788,0.212,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @bbcgetinspired: The Nation's Billion Steps Challenge is here! ? 

Yesterday we did an amazing 431 million steps – can we do even better…",BBC
29,-0.3412,Mon Mar 19 13:03:04 +0000 2018,0.112,0.888,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","? ""There's always that voice in the back of your head that says you're not good enough"". 

 ? @CarrieHFletcher on b… https://t.co/0AsBxFFiQA",BBC
30,0.0,Mon Mar 19 12:55:17 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @BBCRadioScot: This must have been some buzz! ??? https://t.co/0gqtbQBN1i,BBC
31,0.0,Mon Mar 19 12:30:05 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>",Where are the UK's youngest and oldest city populations? https://t.co/eIU7UzqHBS https://t.co/vdXMTDluuX,BBC
32,-0.0516,Mon Mar 19 11:50:58 +0000 2018,0.107,0.893,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @BBCSport: This 102-shot badminton rally will leave you exhausted... https://t.co/LFC4r4iwiz,BBC
33,0.4588,Mon Mar 19 11:33:04 +0000 2018,0.0,0.857,0.143,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","Have you got a passion for plants? ?????

Test your knowledge of all things foliage in this quiz. ?… https://t.co/evogV5ljAc",BBC
34,0.0,Mon Mar 19 10:53:19 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBCSport: ? The Commonwealth Games are almost upon us! ?

Scotland's Lynsey Sharp has given us the inside track on preparing for succes…",BBC
35,0.5106,Mon Mar 19 10:33:03 +0000 2018,0.0,0.837,0.163,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>",The oldest dog that the Dogs Trust has ever looked after has been given a new home. ????https://t.co/h0WQHkfMEf https://t.co/ixb7gesOIj,BBC
36,-0.3818,Mon Mar 19 09:58:24 +0000 2018,0.191,0.809,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBCR1: Desperately searching for any signs of spring like... ?

#MondayMotivation https://t.co/9jo3h4C7bu",BBC
37,0.4199,Mon Mar 19 09:58:15 +0000 2018,0.0,0.843,0.157,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBCRadioWales: ?? Snowy Cardiff! ?? 

What’s it like for you?

#ButePark 
#Cardiff 
#MiniBeast
#Snow https://t.co/O8gY1qjHVE",BBC
38,0.0,Mon Mar 19 09:58:10 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBCNews: Stem cell transplant ""game changer"" for MS patients https://t.co/BGWtdtXUAP",BBC
39,0.128,Mon Mar 19 09:57:58 +0000 2018,0.079,0.789,0.133,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @BBCBreakfast: Anyone want to play a game of spot Tracey's feet? Our floor manager Tracey had to dive behind the sofa to avoid being on…,BBC
40,0.3642,Mon Mar 19 09:32:02 +0000 2018,0.0,0.848,0.152,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","'Who wants a normal life?' We should all be a little more like @chessmartinez. ?? #LiveAtTheApollo

https://t.co/VddL8zWJfS",BBC
41,0.0,Mon Mar 19 09:27:50 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBCWthrWatchers: Some incredible photos sent in last night of the #Auroraborealis from Skye Woody, Cumbrian stargazer and DJStewie.  Di…",BBC
42,0.5994,Mon Mar 19 08:45:02 +0000 2018,0.0,0.738,0.262,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>",Beautiful spring blossom in south-west China has been captured by drone https://t.co/WTo7JjiKXw,BBC
43,-0.296,Mon Mar 19 08:02:00 +0000 2018,0.109,0.891,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","? Should we still be worried about the hole in the ozone layer?

? @SimonOKing and @clarenasir investigate in their… https://t.co/SZV3Df9y0t",BBC
44,0.0,Sun Mar 18 20:30:11 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","?? @LesDennis, @SimplySusannah, @Tameka_Empson and Miles Jupp embark on a muscle-grinding mission to regain their f… https://t.co/B1rXaalmk2",BBC
45,0.0258,Sun Mar 18 20:03:04 +0000 2018,0.086,0.824,0.09,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>",?? Fans of K-Pop boyband member @IBGDRGN have been asked to stop sending fan mail to the army base where he's doing… https://t.co/ojtDZ3gMfb,BBC
46,0.5994,Sun Mar 18 19:33:04 +0000 2018,0.0,0.803,0.197,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","Saoirse Ronan stars as Eilis, a young girl who jumps at the chance of a better life when she emigrates to New York.… https://t.co/NtHAfh6cjZ",BBC
47,-0.5994,Sun Mar 18 18:44:02 +0000 2018,0.163,0.837,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","Ruth Ellis was only 28 when she became the last woman hanged to death in the UK. 

#TheRuthEllisFiles | Watch on… https://t.co/5kUIFtom7t",BBC
48,0.204,Sun Mar 18 18:34:14 +0000 2018,0.077,0.772,0.151,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBC_TopGear: 840bhp goes a little like this…

@Matt_LeBlanc takes the Dodge Challenger SRT #Demon to the drag strip in this Sunday’s @T…",BBC
49,0.7331,Sun Mar 18 17:18:12 +0000 2018,0.0,0.66,0.34,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @bbcthree: Be honest, do you think you'll be this fit at 81? https://t.co/Eca0uGCF6b",BBC
50,0.0,Sun Mar 18 17:04:03 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","?? How much food do you throw away? If you're a typical Brit, you probably think it's hardly any.

You're in denial… https://t.co/0bSCbRrZJr",BBC
51,0.0,Sun Mar 18 16:33:17 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","????Zun Lee wants his photography to give a balanced and nuanced portrayal of black fatherhood.

?… https://t.co/LodRrr27fd",BBC
52,0.0,Sun Mar 18 15:41:04 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","? A doctor explains why you can get pregnant and give birth without having a baby bump. 
? https://t.co/nVrSpQoTOT https://t.co/iEEOjZdBKL",BBC
53,0.0772,Sun Mar 18 14:33:07 +0000 2018,0.0,0.947,0.053,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @BBCEngland: A number of runners have held their own half-marathon in Reading after the official event was called off due to the snowy w…,BBC
54,0.0,Sun Mar 18 14:28:23 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @BBCSport: They’ve done it! Gold for GB’s Menna Fitzpatrick and Jen Kehoe in the visually impaired slalom at the Winter Paralympics. And…,BBC
55,0.0,Sun Mar 18 14:18:01 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>",?? Why a rise in electric cars could also mean a hike in the cost of your next phone. https://t.co/6i5xFQgRIW,BBC
56,0.6369,Sun Mar 18 14:08:37 +0000 2018,0.0,0.682,0.318,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @BBC6Music: ?? Which song has the greatest opening line?,BBC
57,0.3182,Sun Mar 18 13:45:03 +0000 2018,0.0,0.905,0.095,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>",?Pop music is awash with those that released one hit album and never followed it up. Here are 7 huge artists that o… https://t.co/4ukT9drcdG,BBC
58,0.0,Sun Mar 18 13:00:08 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","?? Would you eat a burger pie?  
#BackInTimeForTea https://t.co/zGWzJwdSlM",BBC
59,0.0,Sun Mar 18 12:29:50 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @BBCOne: If food is the language of love... https://t.co/5hnYovE94o,BBC
60,-0.4588,Sun Mar 18 11:43:04 +0000 2018,0.167,0.833,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","Ever wondered why David Bowie wore an eye patch?

Strange things artists have worn on stage and the reasons why. 
?… https://t.co/8zSBXQkLvy",BBC
61,0.4939,Sun Mar 18 10:30:04 +0000 2018,0.0,0.826,0.174,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","?? Want to learn how to bake bread?

These easy to follow recipes and step-by-step videos will have you baking ever… https://t.co/iXEmj5WJdD",BBC
62,-0.4215,Sun Mar 18 10:00:08 +0000 2018,0.259,0.741,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","“I regret spending £50,000 on my wedding.” https://t.co/6PxJsDf9dn https://t.co/eJdx7KMmmK",BBC
63,0.0,Sun Mar 18 09:30:03 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","How to be 20 on the inside, even when you’re 80 on the outside... https://t.co/KB2mqpkrIB",BBC
64,0.656,Sun Mar 18 09:19:33 +0000 2018,0.061,0.727,0.212,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BBCNews: Snow and ice are bringing disruption to many parts of the UK - but they're not stopping everyone from having fun ???

https://…",BBC
65,0.0,Sun Mar 18 09:10:02 +0000 2018,0.0,1.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @bbc5live: The beast from the east is back ????

You've been in touch this morning with your #uksnow pics, here are just a few...

What'…",BBC
66,0.0,Sat Mar 17 20:02:01 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","These seven celebrities are about to go on the journey of a lifetime... #Pilgrimage
https://t.co/m45UBXJew2",BBC
67,0.0,Sat Mar 17 19:21:02 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>",Can we just take a moment to discuss Eddie Redmanyne's coats?https://t.co/odVkhWyRKs,BBC
68,0.0,Sat Mar 17 18:32:01 +0000 2018,0.0,1.0,0.0,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","Ouch! ??@GordonRamsay's daughter is hilarious... 
https://t.co/0dqwntX5uj",BBC
69,0.3612,Sat Mar 17 18:03:04 +0000 2018,0.0,0.857,0.143,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","?1?2?3?Sir David Attenborough explores whether there is counting in the natural world. 

David Attenborough's Natur… https://t.co/Q4H4uXR4pt",BBC
